true_label,predicted_label,confidence,entropy,margin
1,0,0.92435175,0.26801005,0.8487035
0,1,0.81010544,0.48607004,0.6202109
0,0,0.95008564,0.19826299,0.9001713
0,1,0.8166159,0.47648638,0.63323176
1,1,0.63418317,0.65669173,0.26836634
1,0,0.86343426,0.39867997,0.7268685
1,0,0.9984307,0.01170115,0.99686146
0,1,0.8028833,0.4963792,0.60576665
0,1,0.8151532,0.47866392,0.63030636
0,1,0.81113183,0.48457763,0.62226367
1,1,0.9995597,0.0038428616,0.9991194
0,1,0.7212668,0.5917529,0.4425336
1,0,0.97503966,0.116761476,0.9500793
1,0,0.9415327,0.2227293,0.88306534
1,0,0.9671112,0.14464486,0.93422234
1,1,0.83113813,0.45407695,0.66227627
0,1,0.78723764,0.5175936,0.5744753
0,1,0.8041597,0.4945815,0.6083194
1,1,0.80111545,0.4988522,0.6022309
1,0,0.93647015,0.23657155,0.8729403
1,1,0.63463646,0.65644187,0.26927292
1,1,0.8111449,0.48455858,0.6222898
1,1,0.5415037,0.6896981,0.083007455
1,0,0.9936511,0.038450904,0.9873022
1,1,0.57280374,0.6825086,0.14560747
1,1,0.9996691,0.0029827768,0.99933815
1,1,0.9995597,0.0038428616,0.9991194
0,1,0.68625295,0.622066,0.3725059
1,0,0.9451892,0.21244389,0.89037836
0,1,0.79968953,0.50083256,0.59937906
1,1,0.99970776,0.0026704404,0.9994155
0,1,0.8011381,0.49882063,0.6022762
0,1,0.81249094,0.48259085,0.6249819
1,0,0.7079231,0.6040008,0.41584623
0,0,0.82277507,0.46715933,0.64555013
0,1,0.8108253,0.48502406,0.6216506
0,1,0.8157027,0.47784755,0.63140535
1,1,0.9995678,0.0037801447,0.9991356
1,1,0.8140576,0.4802856,0.6281152
1,0,0.67338014,0.6317589,0.3467603
1,0,0.8396207,0.44029832,0.6792414
0,0,0.9558804,0.18082233,0.9117608
0,1,0.8729366,0.38076597,0.7458732
1,1,0.7506122,0.56166154,0.5012244
0,1,0.8140524,0.48029333,0.6281048
0,1,0.6292994,0.6593275,0.2585988
0,1,0.81883186,0.47316018,0.6376637
1,0,0.9414309,0.22301197,0.88286185
0,1,0.7028451,0.6084343,0.4056902
0,1,0.8146264,0.47944468,0.6292528
1,0,0.9822183,0.08927543,0.96443665
0,1,0.80170727,0.49802652,0.60341454
0,1,0.77606857,0.531839,0.55213714
1,0,0.92739654,0.26032186,0.8547931
0,1,0.81545687,0.47821298,0.63091373
1,0,0.94166213,0.22236934,0.88332427
1,0,0.9657702,0.14915112,0.93154037
1,1,0.81210846,0.4831512,0.6242169
0,0,0.5118756,0.69286513,0.023751289
1,1,0.99968266,0.0028735946,0.9993653
1,1,0.9993278,0.0055825193,0.99865556
1,1,0.6285299,0.6597335,0.2570598
0,0,0.64297026,0.65169,0.28594053
0,1,0.79993105,0.50049794,0.5998621
0,1,0.6109445,0.66832376,0.22188902
1,0,0.993912,0.037127137,0.98782396
0,1,0.77271116,0.5359796,0.5454223
1,0,0.5580231,0.6863986,0.11604616
1,0,0.7960863,0.50578034,0.5921726
1,0,0.7546676,0.55714893,0.50933516
0,1,0.81411487,0.48020104,0.62822974
1,0,0.7493675,0.563029,0.49873498
1,0,0.9763331,0.11198591,0.95266616
1,0,0.7809581,0.52569264,0.56191623
0,1,0.80202305,0.49758506,0.6040461
1,0,0.9772896,0.10840776,0.95457923
1,1,0.5415037,0.6896981,0.083007455
0,1,0.8065865,0.49113488,0.613173
0,1,0.60834706,0.66948175,0.21669412
0,1,0.7991263,0.50161123,0.59825265
1,0,0.5904906,0.6766795,0.18098113
1,1,0.8120694,0.48320836,0.62413883
1,1,0.79724735,0.50419486,0.5944947
1,0,0.9961141,0.025446765,0.99222815
1,1,0.57280374,0.6825086,0.14560747
1,0,0.60779214,0.6697255,0.21558425
0,1,0.5909503,0.6765108,0.18190062
1,0,0.6433945,0.65144014,0.2867889
1,0,0.9331882,0.24531287,0.8663764
1,1,0.999371,0.0052654576,0.998742
0,1,0.81287056,0.48203373,0.6257411
1,1,0.99954176,0.003981142,0.9990835
0,0,0.95962936,0.16912025,0.9192587
1,1,0.9994783,0.004464938,0.99895656
0,1,0.80773485,0.48949087,0.6154697
1,0,0.9416784,0.22232409,0.8833568
1,1,0.6038337,0.67142665,0.20766735
0,1,0.56126153,0.68562233,0.12252307
0,1,0.7852225,0.52021813,0.57044494
0,0,0.9493331,0.20047426,0.89866614
0,0,0.95688254,0.17772804,0.9137651
0,1,0.9383965,0.23135698,0.876793
1,0,0.9901489,0.055316105,0.9802978
1,1,0.81642056,0.47677797,0.6328411
0,1,0.9997582,0.0022554696,0.99951637
1,0,0.7960863,0.50578034,0.5921726
1,1,0.6204977,0.66381997,0.2409954
1,1,0.9997454,0.0023613544,0.99949086
1,1,0.8175177,0.4751367,0.6350354
1,0,0.9561866,0.17987952,0.9123732
1,1,0.74918234,0.56323165,0.4983647
0,1,0.8075605,0.48974097,0.615121
0,0,0.9605726,0.16612016,0.9211452
0,1,0.81461555,0.47946072,0.6292311
1,1,0.9997873,0.0020114344,0.99957454
1,1,0.5859265,0.67830694,0.17185295
1,0,0.92975056,0.25428373,0.8595011
0,1,0.8166159,0.47648638,0.63323176
0,1,0.8177328,0.47481397,0.6354656
1,1,0.99965346,0.0031075529,0.9993069
1,0,0.7079231,0.6040008,0.41584623
1,0,0.9917859,0.047623724,0.98357177
1,0,0.9481998,0.20378211,0.8963996
1,0,0.6369418,0.65515745,0.27388358
0,1,0.7773043,0.5302987,0.5546086
0,1,0.58657986,0.6780791,0.17315972
1,1,0.99940705,0.0049986076,0.9988141
0,1,0.81130767,0.48432127,0.62261534
0,1,0.55972534,0.6859959,0.11945069
1,0,0.94321656,0.21802378,0.8864331
0,0,0.94751364,0.20577213,0.8950273
0,1,0.77094644,0.5381302,0.5418929
0,0,0.9089107,0.30505088,0.8178214
0,0,0.6084873,0.6694199,0.21697462
1,1,0.63663244,0.6553312,0.27326488
0,1,0.8003413,0.4999289,0.6006826
0,1,0.5552729,0.68702453,0.110545754
0,1,0.9997788,0.0020828324,0.9995576
1,1,0.804554,0.49402407,0.609108
0,1,0.7840154,0.5217786,0.56803083
1,0,0.6286579,0.65966606,0.25731575
1,0,0.98240626,0.08852044,0.9648125
0,0,0.9649272,0.15195584,0.9298544
1,1,0.99965346,0.0031075529,0.9993069
1,0,0.92975056,0.25428373,0.8595011
