true_label,predicted_label,confidence,entropy,margin
1,0,0.89815205,0.32912445,0.7963041
0,1,0.5446818,0.6891489,0.089363575
0,0,0.6834767,0.624221,0.36695334
0,1,0.54232275,0.6895604,0.08464551
1,0,0.87234885,0.38189715,0.7446977
1,0,0.8928493,0.34051633,0.78569865
1,0,0.917514,0.2847994,0.83502805
0,1,0.54467005,0.68915105,0.08934009
0,1,0.55075026,0.6879871,0.10150051
0,1,0.56333405,0.68510324,0.1266681
1,0,0.52459085,0.6919373,0.04918173
0,1,0.56479603,0.6847265,0.12959206
1,0,0.92065024,0.27717832,0.8413005
1,0,0.67813754,0.6282654,0.35627508
1,0,0.85132694,0.42040044,0.7026539
1,1,0.54657453,0.68880254,0.093149066
0,1,0.55544484,0.68698627,0.11088967
0,1,0.5446725,0.6891506,0.08934498
1,1,0.5530892,0.68749964,0.1061784
1,0,0.88934565,0.34788123,0.7786913
1,0,0.8723488,0.38189724,0.7446976
1,1,0.56336707,0.6850948,0.12673414
1,0,0.8748489,0.3770641,0.7496978
1,0,0.92281723,0.27183422,0.84563446
1,0,0.8740203,0.37867224,0.74804056
1,0,0.50995934,0.6929488,0.01991868
1,0,0.52459085,0.6919373,0.04918173
0,1,0.5491492,0.68830806,0.09829843
1,0,0.9060043,0.3116862,0.8120086
0,1,0.5509021,0.68795615,0.10180426
1,0,0.50145173,0.693143,0.0029034615
0,1,0.55308986,0.68749946,0.106179714
0,1,0.55914086,0.68613553,0.11828172
1,0,0.889564,0.347426,0.77912796
0,0,0.9000575,0.32495666,0.800115
0,1,0.56332344,0.68510586,0.12664688
0,1,0.550757,0.6879858,0.10151398
1,0,0.52695227,0.69169366,0.053904563
1,1,0.5549568,0.68709445,0.10991359
1,0,0.8906784,0.34509462,0.7813568
1,0,0.88596654,0.35486606,0.7719331
0,0,0.6871487,0.62136304,0.37429738
0,1,0.5551167,0.68705916,0.110233426
1,0,0.6761899,0.6297081,0.35237977
0,1,0.554958,0.6870942,0.10991597
0,0,0.874231,0.37826395,0.74846196
0,1,0.53809255,0.6902423,0.07618511
1,0,0.6781569,0.62825096,0.35631382
0,1,0.54001296,0.68994164,0.08002591
0,1,0.5591602,0.6861309,0.118320346
1,0,0.9175477,0.28471828,0.8350954
0,1,0.5573256,0.6865603,0.1146512
0,1,0.5263446,0.69175845,0.052689195
1,0,0.9055244,0.31277227,0.81104875
0,1,0.5507511,0.68798697,0.10150218
1,0,0.67812264,0.62827647,0.3562453
1,0,0.91164327,0.29871932,0.82328653
1,1,0.5633547,0.68509793,0.12670934
0,0,0.88033247,0.36626208,0.76066494
1,0,0.50333846,0.6931249,0.0066768825
1,0,0.5499701,0.6881448,0.09994018
1,0,0.6853909,0.62273896,0.37078178
0,0,0.67609924,0.62977487,0.35219848
0,1,0.5572991,0.6865664,0.114598155
0,0,0.5857777,0.6783585,0.1715554
1,0,0.90368545,0.31690896,0.8073709
0,1,0.5578095,0.68644834,0.115618944
1,0,0.8848405,0.35716844,0.769681
1,0,0.8960761,0.33362016,0.79215217
1,0,0.8928635,0.34048626,0.785727
0,1,0.5549609,0.68709356,0.10992181
1,0,0.894662,0.33665586,0.78932405
1,0,0.85014933,0.42244995,0.70029867
1,0,0.8926794,0.34087646,0.7853588
0,1,0.5573444,0.6865559,0.114688754
1,0,0.91345006,0.2944821,0.8269001
1,0,0.8748489,0.3770641,0.7496978
0,1,0.5573333,0.6865585,0.11466658
0,0,0.8702246,0.38595954,0.7404492
0,1,0.5614934,0.6855651,0.12298679
1,0,0.88560724,0.355602,0.7712145
1,1,0.56335455,0.68509793,0.1267091
1,1,0.56567854,0.68449485,0.13135707
1,0,0.9094496,0.30380943,0.81889915
1,0,0.8740203,0.37867224,0.74804056
1,0,0.8826972,0.3615163,0.76539445
0,0,0.8721344,0.38230908,0.7442688
1,0,0.8899414,0.34663782,0.7798828
1,0,0.8902742,0.3459416,0.78054845
1,0,0.5457546,0.68895435,0.09150922
0,1,0.56334144,0.6851013,0.12668288
1,0,0.53355,0.69089425,0.06710008
0,0,0.6891786,0.61975634,0.37835714
1,0,0.5307132,0.6912594,0.06142643
0,1,0.5404814,0.68986607,0.08096278
1,0,0.67813534,0.628267,0.35627067
1,0,0.87318695,0.38028327,0.7463739
0,0,0.8797389,0.36744484,0.75947785
0,1,0.55963695,0.68601704,0.1192739
0,0,0.68184394,0.6254717,0.36368787
0,0,0.6887716,0.62008,0.37754324
0,1,0.6052832,0.67081124,0.2105664
1,0,0.85028034,0.4222225,0.7005607
1,1,0.54653853,0.6888093,0.09307706
0,1,0.50894266,0.69298726,0.017885327
1,0,0.8960761,0.33362016,0.79215217
