true_label,predicted_label,confidence,entropy,margin
0,0,0.9347521,0.24116954,0.8695042
0,0,0.96973866,0.13564937,0.9394773
0,0,0.9882627,0.06384013,0.9765254
0,0,0.99080086,0.05228824,0.9816017
0,0,0.93475515,0.24116144,0.8695103
1,0,0.90995646,0.30263853,0.8199129
1,1,0.69621986,0.6140332,0.39243972
1,1,0.9483566,0.20332593,0.89671326
0,1,0.62779385,0.6601194,0.2555877
1,0,0.8566742,0.41095516,0.7133484
0,0,0.9903437,0.054416165,0.9806874
1,0,0.85968375,0.40553713,0.7193675
1,1,0.6962209,0.6140324,0.39244175
0,0,0.93475366,0.24116546,0.8695073
0,0,0.9916914,0.048076034,0.9833828
1,1,0.6468603,0.6493686,0.2937206
0,0,0.9347555,0.24116044,0.869511
0,0,0.9561729,0.17992175,0.91234577
0,0,0.9871092,0.06889837,0.97421837
0,0,0.9784007,0.104199745,0.9568014
1,1,0.9907102,0.052711993,0.9814204
0,0,0.9920373,0.046414554,0.9840746
1,1,0.87237483,0.38184717,0.74474967
0,0,0.86172396,0.4018216,0.7234479
0,0,0.9914812,0.049078684,0.98296237
1,0,0.6009239,0.6726353,0.20184776
1,1,0.9905523,0.053447925,0.9811046
1,1,0.9880409,0.06482132,0.97608185
1,1,0.8742574,0.37821272,0.7485148
1,1,0.5293296,0.6914257,0.058659196
1,1,0.5302625,0.69131446,0.06052494
1,1,0.94220084,0.2208684,0.8844017
1,1,0.6962208,0.6140325,0.39244163
1,0,0.8173708,0.47535697,0.63474154
0,0,0.9801304,0.09753121,0.96026075
0,0,0.86172396,0.4018216,0.7234479
1,0,0.8967983,0.3320614,0.7935966
1,0,0.9704589,0.1331432,0.94091785
1,1,0.9475168,0.20576295,0.8950336
0,0,0.9934411,0.039508574,0.9868822
0,0,0.88994104,0.34663862,0.7798821
1,1,0.752745,0.55929935,0.50548995
1,0,0.55692345,0.68665254,0.1138469
1,0,0.60964155,0.6689081,0.2192831
1,1,0.5414938,0.68969977,0.08298755
0,0,0.9903987,0.05416139,0.9807974
1,0,0.93475574,0.24115983,0.8695115
0,1,0.5875346,0.6777433,0.17506921
1,1,0.9890057,0.06052216,0.97801137
0,1,0.85659385,0.41109878,0.7131877
