true_label,predicted_label,confidence,entropy,margin
1,0,0.6825230128008601,0.6249530343770495,0.3650460256017202
0,1,0.833491723556183,0.45030619929892657,0.6669834471123659
1,0,0.9810236715635015,0.09402797670062463,0.9620473431270029
0,1,0.94023755236283,0.22631338789032812,0.8804751047256602
1,0,0.9752637171125638,0.11593927372563503,0.9505274342251276
0,0,0.9586505138050001,0.1722094264154534,0.9173010276100002
1,0,0.9830602137273262,0.08587746749728532,0.9661204274546524
0,1,0.8335046985738557,0.45028530140456846,0.6670093971477113
1,0,0.967150965343285,0.14451031245660867,0.93430193068657
0,1,0.7949000543483223,0.5073916810195749,0.5898001086966449
1,0,0.9381630654334805,0.23199228004739889,0.876326130866961
0,1,0.8096911068432129,0.4866705530205543,0.6193822136864258
0,0,0.9672082909877613,0.1443163606002209,0.9344165819755226
1,0,0.9865992336234871,0.0711006185772588,0.9731984672469741
1,0,0.9381552815979726,0.23201344706610655,0.8763105631959452
1,0,0.9382817764138465,0.23166933315307325,0.8765635528276929
1,0,0.9861116077736765,0.07318801203334037,0.972223215547353
1,0,0.9381590793743365,0.2320031196911574,0.8763181587486731
1,0,0.9741894379404186,0.11986305572617827,0.948378875880837
1,0,0.9842324626090873,0.08107473018883854,0.9684649252181745
1,0,0.6711788244413868,0.633340665422324,0.3423576488827735
0,0,0.9631782559607939,0.15770847374028316,0.9263565119215877
1,0,0.9827511032817307,0.08712991479007084,0.9655022065634613
1,0,0.9602909229775568,0.16701847424766217,0.9205818459551136
1,0,0.6828120339537981,0.6247316274299985,0.3656240679075963
1,0,0.678392334113052,0.6280753371774237,0.3567846682261039
0,1,0.7788363559379241,0.52837680615268,0.5576727118758482
1,0,0.9777447951938183,0.10669074615950241,0.9554895903876365
0,1,0.8028116038273935,0.49647992203164765,0.605623207654787
1,0,0.9798609832653175,0.09857964954327801,0.959721966530635
1,1,0.7794132442942637,0.5276495958833972,0.5588264885885275
1,0,0.9836085703276851,0.08364146277144902,0.9672171406553702
1,1,0.7794678271714923,0.5275806899643876,0.5589356543429844
1,0,0.938284111303191,0.23166297877222242,0.8765682226063818
1,0,0.9798609832653175,0.09857964954327801,0.959721966530635
1,0,0.6862585351639532,0.6220616323525622,0.3725170703279065
1,0,0.9699876885892618,0.1347849612545394,0.9399753771785234
0,1,0.8441717636959523,0.4326869362960588,0.6883435273919045
0,1,0.7967387880520266,0.504890321625567,0.593477576104053
0,0,0.9871380256277342,0.06877325100799983,0.9742760512554683
0,1,0.800756181562432,0.49935234470171974,0.6015123631248639
1,1,0.6632199347086345,0.6388765766310011,0.32643986941726916
1,0,0.9806259875760304,0.09559278188915064,0.9612519751520607
1,0,0.9841351002945268,0.08147691232739658,0.9682702005890537
0,1,0.9451019663621487,0.21269212001727086,0.8902039327242975
1,1,0.8021455516201074,0.49741363301958486,0.6042911032402146
0,0,0.9619030460048186,0.16184827478904557,0.923806092009637
1,1,0.7790610969274345,0.5280937335085704,0.5581221938548688
0,0,0.9659830069745248,0.1484396252145253,0.9319660139490497
1,0,0.6633256058588834,0.6388049407706147,0.326651211717767
1,1,0.8222371451947091,0.46798418813380227,0.6444742903894183
1,1,0.7792538416561172,0.5278507280321021,0.5585076833122347
1,0,0.678392334113052,0.6280753371774237,0.3567846682261039
1,0,0.9383591443765475,0.23145872677867702,0.8767182887530951
1,1,0.7720648191055902,0.5367693351215521,0.5441296382111804
0,0,0.9807378674052336,0.09515340647137589,0.9614757348104672
1,0,0.9833038992315445,0.08488606795074825,0.9666077984630891
0,0,0.9619030270584904,0.1618483359625533,0.9238060541169808
0,1,0.7599446413645857,0.5511437304514462,0.5198892827291715
1,0,0.6828120339537981,0.6247316274299985,0.3656240679075963
1,0,0.6649747940560452,0.6376804499781814,0.3299495881120903
1,0,0.6686605082149668,0.6351231890306157,0.3373210164299335
1,0,0.6765295215305099,0.6294577838051953,0.35305904306102004
0,0,0.9807420065140334,0.09513713864113833,0.9614840130280669
1,0,0.96287695329733,0.1586906942931898,0.9257539065946601
0,0,0.9352558750170933,0.23982635870622926,0.8705117500341861
1,0,0.9694184986739868,0.13675775017593175,0.9388369973479735
1,1,0.7710462894236542,0.5380090042790248,0.5420925788473082
1,0,0.9828026829966265,0.0869213196868073,0.9656053659932531
1,1,0.769538409740087,0.5398334849222595,0.5390768194801738
0,0,0.9305296962021001,0.25226662737691735,0.8610593924042003
1,0,0.9927692580880869,0.04284785461296126,0.9855385161761739
1,0,0.6907071295643514,0.6185337070774857,0.38141425912870297
1,0,0.9725081714444481,0.12591237739928784,0.9450163428888961
1,0,0.676582588186599,0.6294186211711335,0.3531651763731979
1,0,0.9752851328963359,0.11586057327322002,0.9505702657926719
1,0,0.9402142707723629,0.22637754142853556,0.8804285415447255
1,0,0.9706454587335115,0.1324912812614849,0.941290917467023
1,1,0.7804686683779718,0.5263141432924958,0.5609373367559435
1,0,0.6963639592996618,0.6139137055764614,0.3927279185993234
1,0,0.6765295215305099,0.6294577838051953,0.35305904306102004
0,0,0.9704268898046572,0.1332551114092112,0.9408537796093143
0,0,0.9845509836208172,0.07975470269803142,0.9691019672416344
1,1,0.7792925503679456,0.52780189947217,0.5585851007358915
1,0,0.9398129062099263,0.22748200765241833,0.8796258124198527
1,0,0.9706454587335115,0.1324912812614849,0.941290917467023
1,0,0.9807072527965875,0.09527370211293668,0.9614145055931752
1,0,0.9794524837659891,0.10016236821470442,0.9589049675319784
1,0,0.9774694178218338,0.10773067314398466,0.9549388356436678
1,0,0.995525023920115,0.028671231885042718,0.9910500478402299
1,0,0.9593002110546778,0.17016177363657597,0.9186004221093556
1,0,0.6766898492085763,0.6293394243689887,0.3533796984171526
1,0,0.9381812692914665,0.23194277320196133,0.8763625385829328
1,0,0.7312712215395186,0.581990350969043,0.4625424430790374
0,1,0.8069442495922234,0.49062362065241905,0.6138884991844469
0,1,0.7356163496512357,0.5775923191478807,0.4712326993024714
1,0,0.6765295215305099,0.6294577838051953,0.35305904306102004
0,0,0.981030023955548,0.09400291286206378,0.9620600479110959
1,0,0.9712843029694079,0.13024906298268135,0.9425686059388161
0,1,0.8093120585600483,0.4872189505995649,0.6186241171200967
